acctype,accsize,acctargets,district,month,sales,qty,strategy1,strategy2,strategy3,salesvisit1,salesvisit2,salesvisit3,salesvisit4,salesvisit5,compbrand
Hospital,320,14,3,2014-09-01,5966556,57,0,0,0,0.0,225000.0,375000.0,0.0,0.0,4
Hospital,320,14,3,2014-10-01,6818921,66,74120,0,0,0.0,525000.0,450000.0,0.0,0.0,4
Hospital,320,14,3,2014-11-01,2557096,49,0,0,0,0.0,675000.0,225000.0,0.0,0.0,4
Hospital,320,14,3,2014-12-01,8523652,82,0,0,0,0.0,825000.0,150000.0,0.0,0.0,4
Hospital,320,14,3,2015-01-01,9376017,90,0,1398654,0,0.0,1425000.0,0.0,0.0,0.0,4
Hospital,320,14,3,2015-02-01,7671287,74,0,0,0,0.0,675000.0,150000.0,0.0,0.0,4
Hospital,320,14,3,2015-03-01,9376017,90,0,0,0,0.0,900000.0,225000.0,0.0,0.0,4
Hospital,320,14,3,2015-04-01,8523652,82,119674,416665,0,0.0,1125000.0,0.0,0.0,0.0,4
Hospital,320,14,3,2015-05-01,6818921,66,0,0,0,0.0,975000.0,75000.0,0.0,0.0,4
Hospital,320,14,3,2015-06-01,5966556,57,0,0,0,0.0,900000.0,225000.0,0.0,0.0,5
Hospital,320,14,3,2015-07-01,5114191,49,252104,0,0,0.0,1200000.0,0.0,0.0,0.0,5
Hospital,320,14,3,2015-08-01,5114191,49,0,0,0,0.0,1050000.0,0.0,0.0,0.0,5
Hospital,320,14,3,2015-09-01,6818921,66,0,0,0,0.0,450000.0,0.0,0.0,0.0,5
Pharmacy,1000,36,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Pharmacy,1000,36,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Pharmacy,1000,36,3,2013-12-01,0,0,0,0,0,0.0,0.0,150000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-02-01,0,0,0,0,0,0.0,0.0,2325000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-03-01,0,0,330852,0,0,0.0,0.0,2925000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-04-01,0,0,12900,233800,0,0.0,0.0,3150000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-05-01,0,0,7110,176760,0,0.0,0.0,2850000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-06-01,0,0,39600,0,0,0.0,0.0,2400000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-07-01,2983278,16,59550,332244,0,0.0,0.0,3600000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-08-01,1704730,16,0,0,0,0.0,750000.0,2475000.0,0.0,75000.0,4
Pharmacy,1000,36,3,2014-09-01,7671287,74,67088,1075296,0,0.0,75000.0,2175000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-10-01,26849503,246,651480,0,0,0.0,75000.0,3150000.0,0.0,0.0,4
Pharmacy,1000,36,3,2014-11-01,19178217,172,0,0,0,0.0,0.0,3000000.0,0.0,75000.0,4
Pharmacy,1000,36,3,2014-12-01,35799338,320,0,0,0,0.0,3075000.0,75000.0,0.0,0.0,4
Pharmacy,1000,36,3,2015-01-01,37504068,361,0,546462,0,75000.0,1800000.0,300000.0,0.0,0.0,4
Pharmacy,1000,36,3,2015-02-01,25997138,238,0,0,0,0.0,1875000.0,150000.0,0.0,0.0,4
Pharmacy,1000,36,3,2015-03-01,29832781,287,136712,695525,0,0.0,2625000.0,225000.0,75000.0,0.0,4
Pharmacy,1000,36,3,2015-04-01,49863363,467,239348,277088,0,0.0,2700000.0,300000.0,0.0,0.0,4
Pharmacy,1000,36,3,2015-05-01,40913529,394,30000,1051150,0,0.0,2550000.0,0.0,0.0,0.0,4
Pharmacy,1000,36,3,2015-06-01,27275686,262,35000,407142,0,0.0,375000.0,0.0,0.0,0.0,5
Pharmacy,1000,36,3,2015-07-01,43044442,402,378156,258650,0,0.0,2400000.0,75000.0,0.0,0.0,5
Pharmacy,1000,36,3,2015-08-01,15342573,148,0,422568,0,0.0,2550000.0,75000.0,0.0,0.0,5
Pharmacy,1000,36,3,2015-09-01,24718590,238,0,274560,0,0.0,2850000.0,0.0,0.0,0.0,5
Hospital,440,18,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,440,18,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,440,18,3,2013-12-01,0,0,0,0,0,75000.0,525000.0,75000.0,75000.0,0.0,4
Hospital,440,18,3,2014-01-01,0,0,0,0,0,225000.0,900000.0,300000.0,150000.0,0.0,4
Hospital,440,18,3,2014-02-01,0,0,0,0,0,150000.0,1275000.0,525000.0,0.0,0.0,4
Hospital,440,18,3,2014-03-01,0,0,275710,0,0,0.0,1350000.0,900000.0,0.0,0.0,4
Hospital,440,18,3,2014-04-01,3835643,25,51600,0,0,0.0,600000.0,975000.0,0.0,0.0,4
Hospital,440,18,3,2014-05-01,5966556,57,21330,1017450,0,0.0,675000.0,900000.0,0.0,0.0,4
Hospital,440,18,3,2014-06-01,7671287,74,771393,590216,0,0.0,750000.0,525000.0,0.0,0.0,4
Hospital,440,18,3,2014-07-01,9376017,90,29775,360000,0,0.0,1650000.0,675000.0,0.0,0.0,4
Hospital,440,18,3,2014-08-01,14490208,139,0,190152,0,75000.0,975000.0,975000.0,0.0,0.0,4
Hospital,440,18,3,2014-09-01,15768756,139,0,362700,0,0.0,300000.0,450000.0,75000.0,0.0,4
Hospital,440,18,3,2014-10-01,23013860,221,186180,362700,0,375000.0,1050000.0,1275000.0,150000.0,0.0,4
Hospital,440,18,3,2014-11-01,24292408,221,0,370500,0,300000.0,750000.0,900000.0,150000.0,0.0,4
Hospital,440,18,3,2014-12-01,26849503,246,69055,0,0,225000.0,300000.0,750000.0,225000.0,0.0,4
Hospital,440,18,3,2015-01-01,23013860,221,0,0,0,75000.0,675000.0,675000.0,375000.0,0.0,4
Hospital,440,18,3,2015-02-01,19604399,189,0,919600,0,600000.0,450000.0,600000.0,450000.0,0.0,4
Hospital,440,18,3,2015-03-01,23866225,230,34178,623326,0,525000.0,600000.0,375000.0,375000.0,0.0,4
Hospital,440,18,3,2015-04-01,25570955,246,329348,0,0,75000.0,225000.0,450000.0,375000.0,0.0,4
Hospital,440,18,3,2015-05-01,23866225,230,0,1045324,0,375000.0,75000.0,300000.0,375000.0,0.0,4
Hospital,440,18,3,2015-06-01,16194938,156,70000,0,0,150000.0,150000.0,150000.0,300000.0,0.0,5
Hospital,440,18,3,2015-07-01,20882947,189,189078,718200,0,75000.0,525000.0,750000.0,675000.0,0.0,5
Hospital,440,18,3,2015-08-01,18965125,201,0,0,0,525000.0,525000.0,750000.0,375000.0,0.0,5
Hospital,440,18,3,2015-09-01,24718590,238,0,1150800,0,150000.0,75000.0,150000.0,0.0,0.0,5
Pharmacy,520,19,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Pharmacy,520,19,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Pharmacy,520,19,3,2013-12-01,0,0,0,0,0,0.0,75000.0,75000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-01-01,0,0,0,0,0,0.0,525000.0,0.0,0.0,0.0,4
Pharmacy,520,19,3,2014-02-01,0,0,0,0,0,75000.0,225000.0,375000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-03-01,0,0,220568,46500,0,0.0,975000.0,900000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-04-01,0,0,0,470530,0,75000.0,900000.0,450000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-05-01,0,0,0,58800,0,0.0,675000.0,600000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-06-01,0,0,201808,0,0,0.0,750000.0,675000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-07-01,0,0,17865,71400,0,0.0,1050000.0,600000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-08-01,1704730,16,77701,108900,0,0.0,1125000.0,750000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-09-01,1704730,16,0,732576,0,0.0,600000.0,375000.0,0.0,0.0,4
Pharmacy,520,19,3,2014-10-01,4261826,41,124120,735456,0,0.0,750000.0,1125000.0,0.0,75000.0,4
Pharmacy,520,19,3,2014-11-01,852365,8,0,0,0,0.0,450000.0,750000.0,0.0,75000.0,4
Pharmacy,520,19,3,2014-12-01,2557096,25,0,0,0,0.0,300000.0,525000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-01-01,3409461,33,0,594810,0,0.0,0.0,1350000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-02-01,2557096,25,82000,481250,0,0.0,0.0,825000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-03-01,5114191,49,136712,476924,0,0.0,825000.0,600000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-04-01,5114191,49,179837,0,0,0.0,450000.0,675000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-05-01,5114191,49,90000,417590,0,0.0,675000.0,375000.0,0.0,0.0,4
Pharmacy,520,19,3,2015-06-01,7671287,74,140000,0,0,0.0,450000.0,600000.0,0.0,0.0,5
Pharmacy,520,19,3,2015-07-01,12785478,123,126052,100282,0,0.0,600000.0,675000.0,0.0,0.0,5
Pharmacy,520,19,3,2015-08-01,12785478,123,0,956248,0,0.0,750000.0,450000.0,0.0,0.0,5
Pharmacy,520,19,3,2015-09-01,11080747,107,0,0,0,0.0,450000.0,525000.0,0.0,0.0,5
Hospital,670,27,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,670,27,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,670,27,3,2013-12-01,0,0,0,0,0,0.0,150000.0,375000.0,0.0,75000.0,4
Hospital,670,27,3,2014-01-01,0,0,0,0,0,0.0,450000.0,225000.0,0.0,150000.0,4
Hospital,670,27,3,2014-02-01,0,0,0,0,0,0.0,675000.0,450000.0,0.0,0.0,4
Hospital,670,27,3,2014-03-01,0,0,441136,532888,0,0.0,1200000.0,750000.0,0.0,0.0,4
Hospital,670,27,3,2014-04-01,0,0,38700,0,0,0.0,1125000.0,525000.0,0.0,0.0,4
Hospital,670,27,3,2014-05-01,0,0,21330,850663,0,0.0,675000.0,225000.0,0.0,0.0,4
Hospital,670,27,3,2014-06-01,0,0,183531,0,0,0.0,1125000.0,75000.0,0.0,0.0,4
Hospital,670,27,3,2014-07-01,0,0,5955,712345,0,0.0,1575000.0,300000.0,0.0,0.0,4
Hospital,670,27,3,2014-08-01,0,0,0,13500,0,0.0,900000.0,750000.0,0.0,0.0,4
Hospital,670,27,3,2014-09-01,10228382,74,0,710304,0,0.0,150000.0,750000.0,0.0,0.0,4
Hospital,670,27,3,2014-10-01,3409461,33,247360,498663,0,0.0,1200000.0,375000.0,0.0,0.0,4
Hospital,670,27,3,2014-11-01,2557096,25,0,0,0,0.0,525000.0,600000.0,0.0,0.0,4
Hospital,670,27,3,2014-12-01,9376017,90,0,0,0,0.0,675000.0,750000.0,0.0,0.0,4
Hospital,670,27,3,2015-01-01,7671287,74,0,13200,0,0.0,1200000.0,375000.0,0.0,0.0,4
Hospital,670,27,3,2015-02-01,5114191,49,82000,0,0,0.0,600000.0,450000.0,0.0,0.0,4
Hospital,670,27,3,2015-03-01,11933113,115,0,931346,0,0.0,2625000.0,825000.0,0.0,0.0,4
Hospital,670,27,3,2015-04-01,17047304,164,239348,0,0,0.0,1575000.0,1050000.0,0.0,0.0,4
Hospital,670,27,3,2015-05-01,13637843,131,189484,540900,0,0.0,975000.0,750000.0,0.0,0.0,4
Hospital,670,27,3,2015-06-01,14490208,139,35000,0,0,0.0,975000.0,300000.0,0.0,0.0,5
Hospital,670,27,3,2015-07-01,16194938,156,189078,779200,0,0.0,1050000.0,975000.0,0.0,0.0,5
Hospital,670,27,3,2015-08-01,13637843,131,0,22800,0,0.0,1200000.0,675000.0,0.0,0.0,5
Hospital,670,27,3,2015-09-01,15342573,148,0,29000,0,0.0,525000.0,1050000.0,0.0,0.0,5
Polyclinic,240,6,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2013-11-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2014-02-01,0,0,0,0,0,0.0,0.0,900000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-03-01,0,0,0,0,0,0.0,150000.0,1050000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-04-01,0,0,0,0,0,0.0,0.0,1200000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-05-01,0,0,0,0,0,0.0,600000.0,450000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-06-01,0,0,0,0,0,0.0,0.0,1050000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-07-01,0,0,0,0,0,0.0,0.0,1125000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-08-01,0,0,0,0,0,0.0,0.0,600000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-09-01,0,0,0,0,0,0.0,375000.0,375000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-10-01,0,0,0,0,0,0.0,0.0,1125000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-11-01,0,0,0,0,0,0.0,0.0,975000.0,0.0,0.0,4
Polyclinic,240,6,3,2014-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2015-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2015-02-01,0,0,0,0,0,0.0,0.0,1050000.0,0.0,0.0,4
Polyclinic,240,6,3,2015-03-01,0,0,0,0,0,0.0,75000.0,1050000.0,0.0,0.0,4
Polyclinic,240,6,3,2015-04-01,426183,4,0,0,0,0.0,0.0,1050000.0,0.0,0.0,4
Polyclinic,240,6,3,2015-05-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Polyclinic,240,6,3,2015-06-01,426183,4,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Polyclinic,240,6,3,2015-07-01,852365,8,0,0,0,0.0,0.0,375000.0,0.0,0.0,5
Polyclinic,240,6,3,2015-08-01,1704730,16,0,0,0,0.0,0.0,450000.0,0.0,0.0,5
Polyclinic,240,6,3,2015-09-01,1704730,16,0,0,0,0.0,0.0,300000.0,0.0,0.0,5
Hospital,210,8,3,2013-10-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,210,8,3,2013-11-01,1534257,15,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,210,8,3,2013-12-01,1704730,16,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,210,8,3,2014-01-01,3409461,33,71540,180000,0,0.0,150000.0,750000.0,0.0,0.0,4
Hospital,210,8,3,2014-02-01,5966556,57,0,0,0,0.0,75000.0,600000.0,0.0,75000.0,4
Hospital,210,8,3,2014-03-01,17047304,164,0,182000,0,0.0,525000.0,825000.0,0.0,0.0,4
Hospital,210,8,3,2014-04-01,2557096,25,0,0,0,0.0,150000.0,750000.0,150000.0,75000.0,4
Hospital,210,8,3,2014-05-01,2557096,25,0,150000,0,0.0,225000.0,525000.0,0.0,0.0,4
Hospital,210,8,3,2014-06-01,2557096,25,128000,0,0,0.0,600000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2014-07-01,3409461,33,0,88400,0,0.0,675000.0,75000.0,0.0,0.0,4
Hospital,210,8,3,2014-08-01,4261826,41,0,290454,0,150000.0,450000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2014-09-01,3409461,33,0,292650,0,75000.0,450000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2014-10-01,3409461,33,0,61000,0,375000.0,150000.0,0.0,75000.0,0.0,4
Hospital,210,8,3,2014-11-01,2557096,25,0,0,0,300000.0,225000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2014-12-01,2301386,22,0,130000,0,150000.0,375000.0,150000.0,0.0,0.0,4
Hospital,210,8,3,2015-01-01,3409461,33,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2015-02-01,4261826,41,165000,0,0,0.0,825000.0,75000.0,0.0,0.0,4
Hospital,210,8,3,2015-03-01,3409461,33,0,912076,0,0.0,675000.0,525000.0,0.0,0.0,4
Hospital,210,8,3,2015-04-01,5199428,50,0,0,0,0.0,600000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2015-05-01,5114191,49,0,0,0,0.0,300000.0,0.0,0.0,0.0,4
Hospital,210,8,3,2015-06-01,6818921,66,0,0,0,0.0,150000.0,0.0,0.0,0.0,5
Hospital,210,8,3,2015-07-01,7159868,69,0,0,0,0.0,300000.0,0.0,0.0,0.0,5
Hospital,210,8,3,2015-08-01,10228382,98,0,0,0,0.0,150000.0,150000.0,0.0,0.0,5
Hospital,210,8,3,2015-09-01,13637843,131,0,0,0,0.0,0.0,450000.0,0.0,0.0,5
Hospital,200,6,3,2013-10-01,0,0,0,0,0,0.0,0.0,0.0,0.0,75000.0,4
Hospital,200,6,3,2013-11-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,6,3,2013-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,6,3,2014-01-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,6,3,2014-02-01,0,0,0,0,0,0.0,0.0,975000.0,0.0,0.0,4
Hospital,200,6,3,2014-03-01,852365,8,0,0,0,0.0,0.0,750000.0,0.0,0.0,4
Hospital,200,6,3,2014-04-01,0,0,0,414596,0,0.0,225000.0,600000.0,0.0,0.0,4
Hospital,200,6,3,2014-05-01,0,0,0,0,0,0.0,0.0,225000.0,0.0,0.0,4
Hospital,200,6,3,2014-06-01,0,0,0,0,0,0.0,300000.0,450000.0,0.0,0.0,4
Hospital,200,6,3,2014-07-01,0,0,0,0,0,0.0,0.0,825000.0,0.0,0.0,4
Hospital,200,6,3,2014-08-01,852365,8,0,0,0,0.0,225000.0,375000.0,0.0,0.0,4
Hospital,200,6,3,2014-09-01,0,0,0,0,0,0.0,0.0,525000.0,0.0,0.0,4
Hospital,200,6,3,2014-10-01,0,0,0,346416,0,0.0,225000.0,375000.0,0.0,0.0,4
Hospital,200,6,3,2014-11-01,0,0,0,0,0,0.0,0.0,525000.0,0.0,0.0,4
Hospital,200,6,3,2014-12-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,200,6,3,2015-01-01,852365,8,0,0,0,0.0,0.0,375000.0,0.0,0.0,4
Hospital,200,6,3,2015-02-01,0,0,0,0,0,0.0,375000.0,0.0,0.0,0.0,4
Hospital,200,6,3,2015-03-01,0,0,0,0,0,0.0,0.0,600000.0,0.0,0.0,4
Hospital,200,6,3,2015-04-01,0,0,0,0,0,0.0,0.0,750000.0,0.0,0.0,4
Hospital,200,6,3,2015-05-01,0,0,109000,0,0,0.0,0.0,375000.0,0.0,0.0,4
Hospital,200,6,3,2015-06-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Hospital,200,6,3,2015-07-01,852365,8,0,0,0,0.0,0.0,0.0,0.0,0.0,5
Hospital,200,6,3,2015-08-01,0,0,0,0,0,0.0,0.0,225000.0,0.0,0.0,5
Hospital,200,6,3,2015-09-01,852365,8,0,0,0,0.0,0.0,600000.0,0.0,0.0,5
Hospital,680,34,3,2013-10-01,2557096,25,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,680,34,3,2013-11-01,5114191,49,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,680,34,3,2013-12-01,5114191,49,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,680,34,3,2014-01-01,7671287,74,0,0,0,0.0,0.0,0.0,0.0,0.0,4
Hospital,680,34,3,2014-02-01,5114191,49,0,113191,0,0.0,1950000.0,0.0,0.0,0.0,4
Hospital,680,34,3,2014-03-01,5540374,53,0,0,0,0.0,2625000.0,0.0,0.0,0.0,4
Hospital,680,34,3,2014-04-01,6392739,61,464352,0,0,0.0,2025000.0,525000.0,0.0,0.0,4
Hospital,680,34,3,2014-05-01,9972673,96,95000,0,0,0.0,1650000.0,375000.0,0.0,0.0,4
Hospital,680,34,3,2014-06-01,14064025,135,0,2712198,0,0.0,1425000.0,525000.0,0.0,0.0,4
Hospital,680,34,3,2014-07-01,21991022,212,134666,0,0,0.0,2625000.0,450000.0,0.0,0.0,4
Hospital,680,34,3,2014-08-01,15513046,149,466206,328320,0,0.0,2250000.0,150000.0,0.0,0.0,4
Hospital,680,34,3,2014-09-01,15853992,153,0,103930,0,0.0,1950000.0,525000.0,0.0,75000.0,4
